Time_seconds,OmegaX_[deg/s],OmegaY_[deg/s],OmegaZ_[deg/s],AccX_[m/s/s],AccY_[m/s/s],AccZ_[m/s/s],Temperature_[C]
3.297,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1532813,9.8626900,31.36
3.308,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1724414,9.8770609,31.36
3.319,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8914309,31.37
3.330,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8818502,31.37
3.341,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1676514,9.8674803,31.36
3.352,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8770609,31.36
3.363,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.9153805,31.36
3.374,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1676514,9.8962212,31.35
3.385,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8962212,31.35
3.396,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8914309,31.36
3.407,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1628613,9.8770609,31.36
3.418,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1580713,9.8770609,31.36
3.429,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8770609,31.37
3.440,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8674803,31.37
3.451,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8914309,31.35
3.462,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1820215,9.8722706,31.35
3.473,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1820215,9.8722706,31.34
3.484,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1724414,9.8962212,31.35
3.495,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1724414,9.8770609,31.35
3.505,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1628613,9.9058008,31.36
3.516,0.0000000,0.0610352,0.0000000,-0.3832031,-0.1532813,9.8866405,31.37
3.527,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1437012,9.8866405,31.37
3.538,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1580713,9.9010105,31.37
3.549,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8770609,31.36
3.560,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1916016,9.8722706,31.36
3.571,0.0610352,0.0610352,0.0000000,-0.3592529,-0.1724414,9.8674803,31.36
3.582,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.8626900,31.35
3.593,0.0000000,-0.0610352,-0.0610352,-0.3688330,-0.1484912,9.8818502,31.34
3.604,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1532813,9.8962212,31.36
3.615,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1676514,9.8818502,31.36
3.626,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1868115,9.9153805,31.36
3.637,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.9058008,31.38
3.648,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.9105911,31.37
3.659,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1532813,9.8866405,31.36
3.670,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1484912,9.9153805,31.36
3.681,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1580713,9.9058008,31.36
3.692,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8531103,31.36
3.703,0.0000000,0.0610352,-0.0610352,-0.3496729,-0.1628613,9.8914309,31.36
3.714,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8818502,31.37
3.725,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1580713,9.8770609,31.37
3.736,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.9105911,31.36
3.747,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8626900,31.37
3.758,0.0610352,0.0000000,0.0000000,-0.3784131,-0.1580713,9.8818502,31.36
3.769,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8914309,31.36
3.780,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1724414,9.9058008,31.36
3.791,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8962212,31.36
3.802,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1532813,9.8770609,31.35
3.813,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1580713,9.9393311,31.36
3.824,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.9058008,31.36
3.835,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8818502,31.35
3.846,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1676514,9.8866405,31.35
3.857,0.0610352,0.0610352,0.0000000,-0.3353027,-0.1676514,9.8962212,31.35
3.868,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1820215,9.8770609,31.36
3.879,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1676514,9.9105911,31.36
3.890,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1580713,9.9153805,31.37
3.901,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1676514,9.9010105,31.37
3.912,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8770609,31.38
3.923,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1724414,9.8579006,31.37
3.934,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8531103,31.36
3.945,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1820215,9.8914309,31.36
3.956,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.9058008,31.37
3.967,0.0000000,0.0610352,-0.0610352,-0.3784131,-0.1532813,9.9058008,31.35
3.978,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1389111,9.8818502,31.35
3.989,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1484912,9.8626900,31.36
4.000,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8770609,31.35
4.011,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8674803,31.35
4.022,0.0610352,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8866405,31.34
4.033,0.0610352,0.0610352,0.0000000,-0.3688330,-0.1676514,9.8962212,31.35
4.044,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1676514,9.9153805,31.34
4.055,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1820215,9.8770609,31.36
4.066,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8914309,31.35
4.077,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1772314,9.9153805,31.36
4.088,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8962212,31.35
4.099,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1868115,9.8914309,31.35
4.110,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1868115,9.8914309,31.34
4.121,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8770609,31.34
4.132,0.0610352,0.0000000,-0.0610352,-0.3544629,-0.1676514,9.9010105,31.35
4.143,0.0610352,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8914309,31.35
4.154,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1532813,9.8722706,31.34
4.165,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.9010105,31.34
4.176,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8866405,31.34
4.187,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1963916,9.8866405,31.34
4.198,0.0610352,0.0000000,0.0000000,-0.3832031,-0.1628613,9.9010105,31.35
4.209,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8818502,31.33
4.220,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1820215,9.8914309,31.35
4.231,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8866405,31.35
4.242,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8626900,31.34
4.253,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8866405,31.35
4.264,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8674803,31.35
4.275,0.0000000,0.0000000,0.0610352,-0.3544629,-0.1724414,9.8818502,31.37
4.286,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8818502,31.35
4.297,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1580713,9.8962212,31.34
4.308,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1532813,9.8914309,31.34
4.319,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8962212,31.36
4.330,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1628613,9.9010105,31.35
4.341,0.0000000,0.0610352,-0.0610352,-0.3736230,-0.1772314,9.8674803,31.35
4.352,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1868115,9.8674803,31.36
4.363,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1628613,9.9010105,31.36
4.374,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1724414,9.9010105,31.38
4.385,-0.0610352,0.0000000,0.0000000,-0.3592529,-0.1676514,9.8866405,31.37
4.396,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1532813,9.9058008,31.37
4.407,0.0610352,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8962212,31.36
4.418,0.0000000,0.0610352,0.0610352,-0.3496729,-0.1772314,9.9058008,31.36
4.429,0.0000000,0.0000000,0.0610352,-0.3640430,-0.1820215,9.8866405,31.35
4.440,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.8818502,31.35
4.451,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1532813,9.9105911,31.36
4.462,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1724414,9.8962212,31.37
4.473,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8914309,31.36
4.484,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1820215,9.9105911,31.37
4.495,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1868115,9.8914309,31.36
4.505,0.0000000,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.8866405,31.37
4.516,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8866405,31.37
4.527,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8674803,31.37
4.538,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1676514,9.8818502,31.36
4.549,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.8579006,31.37
4.560,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1772314,9.8770609,31.36
4.571,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1868115,9.8626900,31.37
4.582,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8674803,31.35
4.593,-0.0610352,0.0000000,-0.0610352,-0.3736230,-0.1724414,9.8962212,31.35
4.604,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1724414,9.8866405,31.35
4.615,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1963916,9.8722706,31.34
4.626,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1820215,9.9105911,31.35
4.637,0.0610352,0.0610352,-0.0610352,-0.3448828,-0.1772314,9.8866405,31.35
4.648,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1820215,9.8722706,31.35
4.659,0.0610352,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8626900,31.36
4.670,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8818502,31.35
4.681,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.9201708,31.36
4.692,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.8818502,31.36
4.703,0.0610352,0.0610352,0.0000000,-0.3736230,-0.1820215,9.9010105,31.36
4.714,0.0610352,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8674803,31.36
4.725,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8818502,31.35
4.736,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.35
4.747,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8914309,31.36
4.758,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8962212,31.35
4.769,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1820215,9.8914309,31.36
4.780,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1820215,9.9058008,31.35
4.791,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1676514,9.9105911,31.35
4.802,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8866405,31.34
4.813,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1484912,9.8818502,31.34
4.824,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.9153805,31.35
4.835,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1580713,9.9153805,31.36
4.846,-0.0610352,0.0000000,-0.0610352,-0.3688330,-0.1724414,9.8866405,31.36
4.857,-0.0610352,0.0610352,0.0000000,-0.3640430,-0.1676514,9.8818502,31.35
4.868,-0.0610352,0.0610352,0.0000000,-0.3544629,-0.1628613,9.8914309,31.35
4.879,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8722706,31.35
4.890,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1628613,9.8914309,31.37
4.901,0.0610352,0.0000000,0.0000000,-0.3688330,-0.1532813,9.8579006,31.35
4.912,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1628613,9.8531103,31.36
4.923,0.0000000,0.0610352,-0.0610352,-0.3592529,-0.1820215,9.8722706,31.35
4.934,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1676514,9.9153805,31.34
4.945,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1868115,9.8866405,31.37
4.956,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1820215,9.8962212,31.35
4.967,0.0000000,0.0000000,0.0610352,-0.3736230,-0.1772314,9.8818502,31.36
4.978,0.0000000,0.0000000,0.0610352,-0.3736230,-0.1772314,9.8818502,31.36
4.989,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.8914309,31.36
5.000,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1580713,9.8722706,31.35
5.011,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8914309,31.34
5.022,0.0000000,0.0000000,-0.0610352,-0.3736230,-0.1724414,9.8770609,31.36
5.033,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8674803,31.35
5.044,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8722706,31.35
5.055,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8914309,31.34
5.066,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8770609,31.36
5.077,-0.0610352,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8674803,31.36
5.088,-0.0610352,0.0610352,0.0000000,-0.3400928,-0.1628613,9.8770609,31.35
5.099,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1580713,9.8722706,31.35
5.110,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8962212,31.34
5.121,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1628613,9.8770609,31.33
5.132,-0.0610352,0.0610352,0.0000000,-0.3496729,-0.1772314,9.9105911,31.35
5.143,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1676514,9.8818502,31.36
5.154,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8962212,31.37
5.165,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1772314,9.9105911,31.35
5.176,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1628613,9.9010105,31.36
5.187,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8818502,31.36
5.198,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8914309,31.37
5.209,-0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1772314,9.9105911,31.36
5.220,0.0000000,0.0000000,-0.0610352,-0.3544629,-0.1628613,9.8962212,31.36
5.231,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1676514,9.8962212,31.35
5.242,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8962212,31.36
5.253,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1484912,9.9010105,31.37
5.264,0.0610352,0.0000000,0.0000000,-0.3640430,-0.1580713,9.9058008,31.37
5.275,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1724414,9.9058008,31.37
5.286,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1724414,9.8914309,31.37
5.297,0.0610352,0.0610352,-0.0610352,-0.3544629,-0.1772314,9.9058008,31.36
5.308,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8483200,31.37
5.319,0.0000000,0.0000000,-0.0610352,-0.3496729,-0.1772314,9.8914309,31.37
5.330,0.0000000,-0.0610352,0.0000000,-0.3640430,-0.1628613,9.8722706,31.36
5.341,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1820215,9.8818502,31.36
5.352,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1676514,9.8770609,31.36
5.363,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1772314,9.8770609,31.37
5.374,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1916016,9.9058008,31.36
5.385,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1868115,9.9058008,31.36
5.396,0.0000000,0.0000000,-0.0610352,-0.3879932,-0.1676514,9.8818502,31.36
5.407,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.8674803,31.37
5.418,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8531103,31.37
5.429,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8770609,31.36
5.440,0.0000000,0.0000000,-0.0610352,-0.3784131,-0.1484912,9.9010105,31.36
5.451,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8866405,31.37
5.462,-0.0610352,-0.0610352,0.0000000,-0.3544629,-0.1676514,9.8626900,31.36
5.473,-0.0610352,-0.0610352,-0.0610352,-0.3496729,-0.1676514,9.9105911,31.36
5.484,0.0000000,-0.0610352,0.0000000,-0.3544629,-0.1676514,9.8818502,31.36
5.495,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8579006,31.37
5.505,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1820215,9.9010105,31.37
5.516,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1916016,9.8962212,31.37
5.527,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1676514,9.8962212,31.37
5.538,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.9058008,31.38
5.549,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1484912,9.8818502,31.37
5.560,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1628613,9.8914309,31.38
5.571,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8770609,31.38
5.582,0.0000000,0.0610352,-0.0610352,-0.3688330,-0.1963916,9.8962212,31.37
5.593,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1820215,9.8579006,31.39
5.604,0.0000000,0.0610352,0.0000000,-0.3832031,-0.1772314,9.8914309,31.38
5.615,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8962212,31.37
5.626,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8387403,31.37
5.637,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1724414,9.8722706,31.38
5.648,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1772314,9.8962212,31.37
5.659,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.9153805,31.36
5.670,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1868115,9.8866405,31.34
5.681,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1724414,9.8770609,31.36
5.692,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1580713,9.9105911,31.37
5.703,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.9153805,31.37
5.714,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1580713,9.9105911,31.36
5.725,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.9153805,31.36
5.736,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1437012,9.9249611,31.36
5.747,-0.0610352,0.0000000,-0.0610352,-0.3688330,-0.1676514,9.9010105,31.37
5.758,-0.0610352,0.0000000,-0.0610352,-0.3640430,-0.1676514,9.9058008,31.36
5.769,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8866405,31.37
5.780,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1820215,9.8914309,31.36
5.791,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1772314,9.9153805,31.36
5.802,-0.0610352,0.0000000,-0.0610352,-0.3784131,-0.1772314,9.9058008,31.35
5.813,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1916016,9.8722706,31.36
5.824,0.0610352,0.0610352,-0.0610352,-0.3688330,-0.1628613,9.9153805,31.37
5.835,0.0000000,0.0610352,0.0000000,-0.3832031,-0.1676514,9.9201708,31.37
5.846,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1724414,9.9105911,31.37
5.857,0.0000000,0.0000000,0.0000000,-0.3400928,-0.1724414,9.9058008,31.37
5.868,0.0000000,0.0610352,0.0000000,-0.3592529,-0.1820215,9.8770609,31.37
5.879,-0.0610352,0.0610352,0.0000000,-0.3592529,-0.1724414,9.8914309,31.37
5.890,-0.0610352,0.0000000,-0.0610352,-0.3784131,-0.1724414,9.8722706,31.36
5.901,-0.0610352,0.0610352,0.0000000,-0.3544629,-0.1820215,9.9058008,31.35
5.912,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.8962212,31.37
5.923,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8962212,31.37
5.934,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1724414,9.9105911,31.37
5.945,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1820215,9.9249611,31.38
5.956,0.0000000,0.0610352,-0.0610352,-0.3544629,-0.1532813,9.8962212,31.37
5.967,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1580713,9.8722706,31.37
5.978,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1580713,9.8435307,31.38
5.989,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1580713,9.9153805,31.37
6.000,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1484912,9.9010105,31.37
6.011,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1820215,9.8914309,31.37
6.022,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1724414,9.8818502,31.37
6.033,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1772314,9.8722706,31.38
6.044,0.0000000,0.0000000,-0.0610352,-0.3592529,-0.1724414,9.8770609,31.37
6.055,0.0000000,0.0610352,0.0000000,-0.3448828,-0.1580713,9.8626900,31.36
6.066,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1628613,9.8962212,31.37
6.077,0.0000000,0.0610352,0.0000000,-0.3640430,-0.1724414,9.8818502,31.35
6.088,0.0000000,0.0610352,0.0000000,-0.3784131,-0.1628613,9.8962212,31.35
6.099,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1772314,9.9105911,31.35
6.110,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1676514,9.9058008,31.35
6.121,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8914309,31.36
6.132,0.0000000,0.0000000,0.0000000,-0.3353027,-0.1628613,9.8770609,31.37
6.143,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1580713,9.8674803,31.37
6.154,0.0000000,0.0610352,0.0000000,-0.3736230,-0.1772314,9.8579006,31.35
6.165,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1772314,9.8818502,31.36
6.176,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.9105911,31.35
6.187,-0.0610352,0.0000000,0.0000000,-0.3544629,-0.1820215,9.8818502,31.35
6.198,0.0000000,0.0000000,0.0610352,-0.3592529,-0.1724414,9.8866405,31.35
6.209,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1676514,9.8914309,31.37
6.220,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1532813,9.8770609,31.36
6.231,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1628613,9.8626900,31.36
6.242,-0.0610352,0.0000000,0.0000000,-0.3688330,-0.1724414,9.8818502,31.34
6.253,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1628613,9.8818502,31.35
6.264,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8722706,31.37
6.275,0.0000000,0.0610352,0.0000000,-0.3496729,-0.1628613,9.8531103,31.36
6.286,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1628613,9.8962212,31.36
6.297,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1772314,9.8866405,31.34
6.308,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1532813,9.8674803,31.35
6.319,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8914309,31.35
6.330,0.0000000,0.0000000,0.0000000,-0.3832031,-0.1580713,9.9010105,31.36
6.341,0.0000000,0.0000000,0.0000000,-0.3784131,-0.1484912,9.8962212,31.36
6.352,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8914309,31.37
6.363,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1580713,9.8818502,31.37
6.374,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1580713,9.8914309,31.37
6.385,0.0000000,0.0000000,0.0000000,-0.3736230,-0.1772314,9.8914309,31.37
6.396,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1580713,9.8579006,31.37
6.407,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1628613,9.8818502,31.37
6.418,0.0000000,0.0000000,-0.0610352,-0.3640430,-0.1820215,9.8626900,31.36
6.429,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1676514,9.8770609,31.36
6.440,-0.0610352,0.0000000,0.0000000,-0.3784131,-0.1772314,9.8770609,31.36
6.451,0.0000000,0.0000000,0.0610352,-0.3784131,-0.1724414,9.9010105,31.36
6.462,0.0000000,0.0610352,0.0000000,-0.3879932,-0.1628613,9.8818502,31.35
6.473,0.0000000,0.0000000,0.0000000,-0.3688330,-0.1820215,9.8722706,31.37
6.484,0.0000000,0.0610352,0.0000000,-0.3688330,-0.1772314,9.8962212,31.37
6.495,0.0000000,0.0610352,0.0000000,-0.3544629,-0.1820215,9.9105911,31.36
6.505,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.9105911,31.35
6.516,0.0000000,0.0000000,0.0000000,-0.3592529,-0.1628613,9.8818502,31.35
6.527,0.0000000,0.0000000,0.0000000,-0.3640430,-0.1676514,9.8866405,31.34
6.538,0.0000000,0.0000000,0.0000000,-0.3544629,-0.1724414,9.8579006,31.35
6.549,0.0000000,0.0000000,0.0000000,-0.3496729,-0.1628613,9.8770609,31.35
6.560,0.0000000,0.0000000,0.0000000,-0.3448828,-0.1724414,9.8866405,31.36
